1.289638319522143362e-01,-1.944507062817122101e-01,8.817306145951682161e-01,5.238539424010990597e-01,-6.272603080801635311e-01,6.711278416341508457e-01,5.103213202801104575e-01,7.794513305485482046e-01,-4.557244143765809552e-01,7.973450657243029704e-01,-5.845868433680384557e-01,-4.823299808958503299e-02,9.935772976459658068e-01,4.689479781816359716e-01,6.551234435602051320e-01,3.175857778921857832e-01,2.995382520082995326e-02,8.956809353582113609e-01,3.985277021479214921e-01,8.522714960066559708e-01,-9.988489238242623802e-01,7.387595335563541532e-01,1.424666734162533255e-01,4.956492626623844044e-01,7.521181799208183083e-01
-2.420860808604163861e-01,4.918943904458774607e-01,-2.342252273349016978e-01,3.612271429690263602e-01,3.527446310160684551e-01,9.750347179253824326e-01,3.934255988939352466e-01,-4.573766347883758687e-01,-3.004014744649072810e-01,7.855903754475690448e-01,-8.454150117971830358e-01,5.275647393045537203e-01,3.292231549805797464e-01,2.951306854923962941e-01,1.113593806656365537e-01,-7.473347399773875299e-01,4.854137095672996782e-01,-4.505107541519135506e-01,4.136685700797368970e-01,7.467237242640443196e-01,-1.668705092307880555e-01,5.130074695121307204e-01,2.614691831075395267e-01,2.639475104942137218e-01,3.458905516097467991e-01
-2.957889842944592118e-01,4.918943904458774607e-01,9.341007408333028561e-01,3.676262105416338022e-01,3.533722809885717631e-01,9.136524457975465641e-01,3.934255988939352466e-01,-4.573766347883758687e-01,-3.004014744649072810e-01,7.531790745908715223e-01,4.004762026234393035e-01,5.275647393045537203e-01,3.292231549805797464e-01,2.607720936779955867e-01,1.113593806656365537e-01,-7.473347399773875299e-01,4.854137095672996782e-01,-8.111173711437034139e-01,3.894911153352745847e-01,7.467237242640443196e-01,-1.527371997565624695e-01,4.481762699284963514e-01,3.143577718703359225e-01,9.489799232923358252e-01,3.458905516097467991e-01
5.876430805226200427e-01,-1.763562371270908091e-01,-8.798270824441587479e-01,-4.078529211309386282e-01,-3.082550526032467042e-01,8.327174138133167647e-01,9.356534915713170530e-01,3.636757535192438606e-01,-7.072756872468909384e-01,2.048354792525363677e-01,-5.164868969065801174e-01,-4.111239473865875294e-01,7.010402376411154490e-01,9.388861056088665391e-02,7.137068296485459262e-01,2.210719371596726324e-01,-6.717726454650703172e-01,3.498222550246081752e-01,-1.530701386078703319e-01,9.251492241548717188e-02,-4.279832692704538255e-01,-7.994499612441855474e-01,-4.392094138529090142e-01,-6.064847451134633971e-01,3.721639559529328345e-01
-2.420860808604163861e-01,4.918943904458774607e-01,-2.342252273349016978e-01,3.612271429690263602e-01,3.527446310160684551e-01,9.750347179253824326e-01,3.934255988939352466e-01,-4.573766347883758687e-01,-3.004014744649072810e-01,7.855903754475690448e-01,-8.454150117971830358e-01,5.275647393045537203e-01,3.292231549805797464e-01,2.614042115797579058e-01,1.113593806656365537e-01,-7.473347399773875299e-01,4.854137095672996782e-01,-4.505107541519135506e-01,4.136685700797368970e-01,7.467237242640443196e-01,-2.266832462532870629e-01,5.130074695121307204e-01,2.760366247333434497e-01,2.639475104942137218e-01,3.458905516097467991e-01
0.000000000000000000e+00,-2.540969743117205137e-02,2.899976247516504735e-01,0.000000000000000000e+00,6.536598866803411401e-03,-2.537638776020811893e-03,3.535951489458720731e-01,4.671493787860689917e-01,1.809076634655130134e-01,5.858838581738752271e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.524132247270662655e-01,1.483469471942097662e-01,4.370218592650076950e-03,1.569943447917776513e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.207776926547523111e-01,-1.452757650204028472e-02,3.840856625003646885e-01,7.829798028196327531e-02,-1.732969587857458027e-03,1.451557580328666219e-05
9.922791955780201345e-01,-7.317433684910783498e-01,-1.849048530301423687e-01,-4.241780464829854047e-01,-7.324028224586757174e-01,-7.740298388717421485e-01,-3.336798036671042578e-01,-1.263402928804997494e-01,8.176583014419938067e-01,-1.601901566818952627e-01,-7.029026296217973924e-01,-5.338594910541751837e-01,7.504120679072850963e-01,-9.431490089092555706e-01,2.137324884340854880e-02,9.953304172812191819e-01,5.654647863882145131e-03,2.449426238208750606e-01,-2.224530656907799386e-01,5.774510111967456893e-01,6.078206750361092592e-01,2.011194169695589284e-01,-1.546401624513409345e-01,-6.682298875894019385e-01,-5.417138671457344401e-01
5.876430805226200427e-01,-1.763562371270908091e-01,-8.798270824441587479e-01,-4.078529211309386282e-01,-3.082550526032467042e-01,8.327174138133167647e-01,9.538618252036554779e-01,3.636757535192438606e-01,-6.430306027391897716e-01,9.773094737486504036e-02,-5.164868969065801174e-01,-4.111239473865875294e-01,7.010402376411154490e-01,9.388861056088665391e-02,7.137068296485459262e-01,2.210719371596726324e-01,-5.757173299128477417e-01,3.498222550246081752e-01,-1.530701386078703319e-01,9.251492241548717188e-02,-4.279832692704538255e-01,-7.994499612441855474e-01,-3.891792360684167562e-01,-6.064847451134633971e-01,3.721639559529328345e-01
5.876430805226200427e-01,-1.763562371270908091e-01,-8.798270824441587479e-01,-4.078529211309386282e-01,-3.082550526032467042e-01,8.327174138133167647e-01,9.356534915713170530e-01,3.636757535192438606e-01,-6.430306027391897716e-01,1.136453073738045716e-01,-5.164868969065801174e-01,-4.111239473865875294e-01,7.010402376411154490e-01,9.388861056088665391e-02,7.137068296485459262e-01,2.210719371596726324e-01,-6.717726454650703172e-01,3.498222550246081752e-01,-1.530701386078703319e-01,9.251492241548717188e-02,-4.279832692704538255e-01,-7.994499612441855474e-01,-3.891792360684167562e-01,-6.064847451134633971e-01,3.721639559529328345e-01
6.624041940138398754e-01,2.382075318394618613e-01,6.664602901851447714e-02,-1.010589971078409977e-02,-1.798796658765285938e-01,-7.478343212721583200e-01,7.227352594825917631e-01,7.508927375848933883e-01,8.821158989373537040e-02,-3.224353085870107494e-01,7.454096031385096799e-01,8.633721037970967238e-01,5.293245646977970953e-01,-7.950777563247078961e-01,-4.908198336162533648e-01,5.780854894598634885e-01,3.157100068361113898e-01,8.337632122787863587e-02,4.988512598436680712e-01,2.545276902451970580e-02,-2.222401048947962865e-01,7.760679619739976332e-01,4.811807599035750060e-01,-6.620429690420086555e-01,5.358239988996602587e-01
