-1.054694391934470019e+02,-2.975000000000000000e+01
-9.472619047619049581e+01,-3.000000000000000000e+01
-3.862547726483860089e+01,-3.375000000000000000e+01
-4.600985221674879710e+01,-3.200000000000000000e+01
-1.798705179282870006e+02,-2.300000000000000000e+01
-1.811033797216699952e+02,-2.225000000000000000e+01
-1.719178082191779993e+02,-2.500000000000000000e+01
-1.366455194290250006e+02,-2.700000000000000000e+01
-2.563968253968250224e+02,-1.525000000000000000e+01
-2.630222222222220125e+02,-4.250000000000000000e+00
-1.067847222222220012e+02,-2.875000000000000000e+01
-4.404262516914749881e+01,-3.300000000000000000e+01
-1.306974921630090023e+02,-2.825000000000000000e+01
-8.260922330097089628e+01,-3.050000000000000000e+01
-1.773058013765979979e+02,-2.325000000000000000e+01
-1.740288461538459899e+02,-2.375000000000000000e+01
-1.451646447140379905e+02,-2.650000000000000000e+01
-1.061788079470200046e+02,-2.925000000000000000e+01
-1.197553516819569950e+02,-2.850000000000000000e+01
-1.348421052631580039e+02,-2.725000000000000000e+01
-4.899163013152649881e+01,-3.175000000000000000e+01
-1.854728370221330067e+02,-2.200000000000000000e+01
-1.801209677419350044e+02,-2.250000000000000000e+01
-2.387853577371049880e+02,-2.125000000000000000e+01
-8.841952353282979971e+01,-3.000000000000000000e+01
-9.189929891650730553e+01,-2.975000000000000000e+01
-3.861207494795279871e+01,-3.375000000000000000e+01
-1.797609561752989862e+02,-2.300000000000000000e+01
-1.621666666666669983e+02,-2.500000000000000000e+01
-1.364398340248959869e+02,-2.675000000000000000e+01
-2.409666666666670096e+02,-1.400000000000000000e+01
-1.062675585284279975e+02,-2.875000000000000000e+01
-4.386828422876949674e+01,-3.300000000000000000e+01
-1.296914973664410127e+02,-2.775000000000000000e+01
-7.182297154899900704e+01,-3.025000000000000000e+01
-6.108651086510869987e+01,-3.050000000000000000e+01
-6.108651086510869987e+01,-3.050000000000000000e+01
-1.739711538461540101e+02,-2.375000000000000000e+01
-1.424919354838710035e+02,-2.650000000000000000e+01
-1.048783977110160066e+02,-2.900000000000000000e+01
-1.191861402095079967e+02,-2.850000000000000000e+01
-1.798071065989850013e+02,-2.200000000000000000e+01
-2.363926174496639874e+02,-1.850000000000000000e+01
-1.868012422360249900e+02,-1.975000000000000000e+01
-2.335225375626039863e+02,-1.875000000000000000e+01
-2.364429530201340128e+02,-1.750000000000000000e+01
-1.838939857288480084e+02,-2.100000000000000000e+01
-1.894161958568739976e+02,-1.900000000000000000e+01
-1.882994454713490029e+02,-1.950000000000000000e+01
-9.130353817504659730e+01,-2.950000000000000000e+01
-1.774136229022699922e+02,-2.300000000000000000e+01
-1.794444444444440023e+02,-2.275000000000000000e+01
-1.433733826247689933e+02,-2.450000000000000000e+01
-2.368011126564670121e+02,-5.000000000000000000e+00
-2.406770098730609959e+02,-3.250000000000000000e+00
-2.365153733528549935e+02,-6.500000000000000000e+00
-3.525259284041489849e+01,-3.300000000000000000e+01
-3.525259284041489849e+01,-3.300000000000000000e+01
-3.525259284041489849e+01,-3.300000000000000000e+01
-4.196496049467540246e+01,-3.250000000000000000e+01
-1.285223880597010009e+02,-2.750000000000000000e+01
-6.507332722273139325e+01,-3.025000000000000000e+01
-6.107831078310780271e+01,-3.050000000000000000e+01
-6.107831078310780271e+01,-3.050000000000000000e+01
-1.374423963133639859e+02,-2.625000000000000000e+01
-1.316352675207230050e+02,-2.650000000000000000e+01
-1.129992790194660017e+02,-2.825000000000000000e+01
-2.173553719008259861e+02,-1.825000000000000000e+01
-2.364093959731540053e+02,-1.750000000000000000e+01
-1.825359342915809862e+02,-2.025000000000000000e+01
-1.815315315315309874e+02,-2.075000000000000000e+01
-1.883025830258299891e+02,-1.900000000000000000e+01
-1.889583333333330017e+02,-1.875000000000000000e+01
-1.860707635009310081e+02,-1.925000000000000000e+01
-9.079158936301790561e+01,-2.875000000000000000e+01
-9.028360748723770257e+01,-2.950000000000000000e+01
-1.628257191201350054e+02,-2.300000000000000000e+01
-1.757157569515960063e+02,-2.225000000000000000e+01
-3.931264597931259885e+01,-3.225000000000000000e+01
-3.933222036727880067e+01,-3.200000000000000000e+01
-1.250351493848859974e+02,-2.750000000000000000e+01
-1.251426101987899955e+02,-2.725000000000000000e+01
-6.501831501831499338e+01,-3.025000000000000000e+01
-6.501831501831499338e+01,-3.025000000000000000e+01
-6.102417042195820329e+01,-3.050000000000000000e+01
-1.319336492891000034e+02,-2.475000000000000000e+01
-1.101472556894240000e+02,-2.825000000000000000e+01
-1.921046770601340086e+02,-1.825000000000000000e+01
-2.319526627218930059e+02,-1.675000000000000000e+01
-2.071603053435109985e+02,-1.725000000000000000e+01
-2.323366013071899943e+02,-6.250000000000000000e+00
-2.361997226074900027e+02,-3.250000000000000000e+00
-1.880934579439249887e+02,-1.900000000000000000e+01
-1.884386617100369961e+02,-1.850000000000000000e+01
-1.848888888888889994e+02,-1.925000000000000000e+01
-8.879097259537880404e+01,-2.950000000000000000e+01
-1.613891444342229988e+02,-2.275000000000000000e+01
-1.751506316812439934e+02,-2.075000000000000000e+01
-2.893563101875319887e+01,-3.225000000000000000e+01
-1.247266610597140044e+02,-2.625000000000000000e+01
-6.097914777878509796e+01,-3.025000000000000000e+01
-5.308614232209740180e+01,-3.050000000000000000e+01
-1.292925659472419966e+02,-2.375000000000000000e+01
-9.765500306936769448e+01,-2.825000000000000000e+01
-1.902259887005650114e+02,-1.825000000000000000e+01
-1.905514705882349915e+02,-1.775000000000000000e+01
-2.156381260096929964e+02,-6.500000000000000000e+00
-2.137046632124350083e+02,-1.525000000000000000e+01
-1.988348416289589977e+02,-1.675000000000000000e+01
-1.927862595419850038e+02,-1.700000000000000000e+01
-1.880747663551400137e+02,-1.900000000000000000e+01
-1.843364485981309997e+02,-1.925000000000000000e+01
-8.284493284493289877e+01,-2.925000000000000000e+01
-8.400791407574899949e+01,-2.900000000000000000e+01
-1.605647263249350090e+02,-2.200000000000000000e+01
-1.694945848375450055e+02,-1.950000000000000000e+01
-1.149133383571970057e+02,-2.575000000000000000e+01
-1.223141762452110015e+02,-2.450000000000000000e+01
-1.131681786461970063e+02,-2.600000000000000000e+01
-1.149133383571970057e+02,-2.575000000000000000e+01
-5.485559566786999852e+01,-2.975000000000000000e+01
-5.604965315808690285e+00,-3.050000000000000000e+01
-5.604965315808690285e+00,-3.050000000000000000e+01
-5.604965315808690285e+00,-3.050000000000000000e+01
-4.887308533916849740e+01,-3.000000000000000000e+01
-4.887308533916849740e+01,-3.000000000000000000e+01
-4.887308533916849740e+01,-3.000000000000000000e+01
-1.884528301886790018e+02,-1.775000000000000000e+01
-2.156219709208399991e+02,-6.500000000000000000e+00
-2.070645161290320004e+02,-1.500000000000000000e+01
-1.978030303030299990e+02,-1.525000000000000000e+01
-1.952214022140219924e+02,-1.650000000000000000e+01
-1.866221374045800019e+02,-1.900000000000000000e+01
-1.833846153846149889e+02,-1.925000000000000000e+01
-7.797239915074310090e+01,-2.925000000000000000e+01
-1.288727272727269906e+02,-2.175000000000000000e+01
-1.462586926286510050e+02,-1.975000000000000000e+01
-1.288727272727269906e+02,-2.175000000000000000e+01
-1.457988980716249898e+02,-2.150000000000000000e+01
-1.652238805970150111e+02,-1.950000000000000000e+01
-1.195091053048300012e+02,-2.275000000000000000e+01
-1.100497512437810030e+02,-2.550000000000000000e+01
-5.555124524788579876e+00,-2.950000000000000000e+01
-5.555124524788579876e+00,-2.950000000000000000e+01
-5.555124524788579876e+00,-2.950000000000000000e+01
-1.879571984435800118e+02,-1.775000000000000000e+01
-2.155573505654280098e+02,-6.500000000000000000e+00
-2.070322580645159860e+02,-1.500000000000000000e+01
-1.977878787878790092e+02,-1.525000000000000000e+01
-1.950369003690040017e+02,-1.650000000000000000e+01
-1.860612244897959897e+02,-1.875000000000000000e+01
-1.855619047619049979e+02,-1.900000000000000000e+01
-1.864952380952379940e+02,-1.850000000000000000e+01
-1.829260780287470141e+02,-1.925000000000000000e+01
-7.720664589823469726e+01,-2.900000000000000000e+01
-7.390565002742729916e+01,-2.925000000000000000e+01
-1.450786163522010099e+02,-1.975000000000000000e+01
-1.329792746113990063e+02,-2.125000000000000000e+01
-1.027079174983369967e+02,-2.300000000000000000e+01
-9.863695937090429311e+01,-2.475000000000000000e+01
-1.876879699248119948e+02,-1.675000000000000000e+01
-1.874766355140189944e+02,-1.775000000000000000e+01
-1.875329566854989878e+02,-1.700000000000000000e+01
-2.155467511885900080e+02,-4.750000000000000000e+00
-2.155411954765750124e+02,-6.500000000000000000e+00
-2.070161290322579930e+02,-1.500000000000000000e+01
-2.070161290322579930e+02,-1.500000000000000000e+01
-1.880621572212070021e+02,-1.650000000000000000e+01
-1.915027829313540053e+02,-1.625000000000000000e+01
-1.931433823529409892e+02,-1.600000000000000000e+01
-1.860386965376779926e+02,-1.875000000000000000e+01
-1.850899280575540047e+02,-1.900000000000000000e+01
-1.861641221374050019e+02,-1.825000000000000000e+01
-1.818832391713750098e+02,-1.925000000000000000e+01
-7.703626943005180294e+01,-2.900000000000000000e+01
-1.433142037302729932e+02,-1.950000000000000000e+01
-1.372842998585570058e+02,-1.975000000000000000e+01
-1.222676579925650060e+02,-2.000000000000000000e+01
-1.189786223277910011e+02,-2.100000000000000000e+01
-8.319721115537849698e+01,-2.200000000000000000e+01
-8.319721115537849698e+01,-2.200000000000000000e+01
-1.873529411764710062e+02,-1.700000000000000000e+01
-2.155250403877219867e+02,-6.500000000000000000e+00
-2.067149758454110042e+02,-1.500000000000000000e+01
-1.918011257035649919e+02,-1.600000000000000000e+01
-1.924230769230769909e+02,-1.525000000000000000e+01
-1.855390334572489905e+02,-1.850000000000000000e+01
-1.848775510204079922e+02,-1.875000000000000000e+01
-1.822616822429909860e+02,-1.900000000000000000e+01
-1.858891013384319990e+02,-1.775000000000000000e+01
-1.813321167883210023e+02,-1.925000000000000000e+01
-7.689762150982420508e+01,-2.900000000000000000e+01
-1.246981627296590034e+02,-1.975000000000000000e+01
-1.333072916666669983e+02,-1.950000000000000000e+01
-1.216440049443759932e+02,-2.000000000000000000e+01
-1.178485576923080060e+02,-2.050000000000000000e+01
-8.856983240223459575e+01,-2.100000000000000000e+01
-8.856983240223459575e+01,-2.100000000000000000e+01
-8.856983240223459575e+01,-2.100000000000000000e+01
-1.870500927643780074e+02,-1.650000000000000000e+01
-2.130056980056980080e+02,-5.000000000000000000e+00
-1.917602996254680079e+02,-1.600000000000000000e+01
-1.920961538461540101e+02,-1.500000000000000000e+01
-1.851024208566109905e+02,-1.825000000000000000e+01
-1.848469387755100115e+02,-1.875000000000000000e+01
-1.848469387755100115e+02,-1.875000000000000000e+01
-1.853773584905659959e+02,-1.750000000000000000e+01
-1.857277882797729944e+02,-1.675000000000000000e+01
-1.750659133709980040e+02,-1.925000000000000000e+01
-1.794290976058929914e+02,-1.900000000000000000e+01
-7.686304909560719523e+01,-2.900000000000000000e+01
-1.246587926509189970e+02,-1.975000000000000000e+01
-1.283627204030229905e+02,-1.950000000000000000e+01
-1.150904392764859949e+02,-2.000000000000000000e+01
-8.453621346886909294e+01,-2.100000000000000000e+01
-1.864694656488549924e+02,-1.650000000000000000e+01
-1.969591527987900008e+02,-4.750000000000000000e+00
-1.911962616822430050e+02,-1.600000000000000000e+01
-1.917286245353159870e+02,-1.500000000000000000e+01
-1.848757170172079896e+02,-1.825000000000000000e+01
-1.843546694648480013e+02,-1.875000000000000000e+01
-1.850946969696969973e+02,-1.750000000000000000e+01
-1.700725952813070023e+02,-1.925000000000000000e+01
-1.775378787878790092e+02,-1.900000000000000000e+01
-7.682334710743799633e+01,-2.900000000000000000e+01
-1.154980079681269984e+02,-1.975000000000000000e+01
-1.246325459317589974e+02,-1.950000000000000000e+01
-1.060692212608159934e+02,-2.000000000000000000e+01
-7.784821428571430602e+01,-2.075000000000000000e+01
-1.860893854748599949e+02,-1.650000000000000000e+01
-1.931981279251170065e+02,-2.000000000000000000e+00
-1.901486988847580051e+02,-1.600000000000000000e+01
-1.908007448789570049e+02,-1.575000000000000000e+01
-1.916728624535319909e+02,-1.500000000000000000e+01
-1.847727272727269963e+02,-1.825000000000000000e+01
-1.838899430740040088e+02,-1.875000000000000000e+01
-1.686703096539160072e+02,-1.925000000000000000e+01
-1.744158075601370115e+02,-1.900000000000000000e+01
-7.680785123966940375e+01,-2.900000000000000000e+01
-7.680785123966940375e+01,-2.900000000000000000e+01
-1.148584905660380002e+02,-1.975000000000000000e+01
-1.215696887686059995e+02,-1.950000000000000000e+01
-1.059259259259259949e+02,-2.000000000000000000e+01
-1.859176029962549990e+02,-1.650000000000000000e+01
-1.895802919708029890e+02,-1.600000000000000000e+01
-1.905586592178769934e+02,-1.525000000000000000e+01
-1.900747663551400137e+02,-1.575000000000000000e+01
-1.847619047619049866e+02,-1.700000000000000000e+01
-1.843678160919540119e+02,-1.750000000000000000e+01
-1.844508670520229998e+02,-1.725000000000000000e+01
-1.789772727272730037e+02,-1.875000000000000000e+01
-1.833269961977190121e+02,-1.850000000000000000e+01
-1.589160305343509947e+02,-1.925000000000000000e+01
-1.595424836601310119e+02,-1.900000000000000000e+01
-1.052913198573129989e+02,-2.000000000000000000e+01
-1.901851851851849915e+02,-1.525000000000000000e+01
